mic	X1	X2	value
1	KRT7	SERPING1	0.6125
2	ARHGAP10	SERPING1	0.6385
1	GPBP1	SERPING1	0.7563
1	GPN3	SERPING1	0.6767
2	HSDL2	SERPING1	0.5197
1	KANSL2	SERPING1	0.5377
2	PLEKHH2	SERPING1	0.8319
5	PPARG	SERPING1	0.5251
15	PSD3	SERPING1	0.6561
7	RALGAPA1	SERPING1	0.7553
9	RHOBTB3	SERPING1	0.5787
13	RILPL1	SERPING1	0.5286
7	SCRG1	SERPING1	0.7741
9	SFMBT2	SERPING1	0.7819
13	SLC22A3	SERPING1	0.6939
10	SLC35F5	SERPING1	0.5318
13	SLC6A6	SERPING1	0.5796
5	SNCAIP	SERPING1	0.6683
2	TPTE2P3	SERPING1	0.7209
5	ZFPM2	SERPING1	0.501
26	ZNF292	SERPING1	0.563
4	NCAPG	SFRP4	0.5128
11	SEL1L3	SFRP4	0.8299
15	SORT1	SFRP4	0.8379
7	ULK4	SFRP4	0.6072
19	SEL1L3	SGK1	0.5241
5	ATP8A1	SGK1	0.7549
10	LRCH2	SGK1	0.594
22	SLC22A3	SGK1	0.5505
17	SNCAIP	SGK1	0.5581
36	TRHDE	SGK1	0.6655
2	AK2	SIGLEC11	0.6619
6	AP1S1	SIGLEC11	0.5514
3	AURKA	SIGLEC11	0.738
1	FADS2	SIGLEC11	0.8441
6	GRHL2	SIGLEC11	0.6547
8	HDGF	SIGLEC11	0.8776
1	HUNK	SIGLEC11	0.7896
4	PRR5-ARHGAP8	SIGLEC11	0.8873
5	PTPRS	SIGLEC11	0.6122
10	RAPGEF5	SIGLEC11	0.7099
21	STK35	SIGLEC11	0.7824
15	TCF7L2	SIGLEC11	0.6431
14	UGT8	SIGLEC11	0.7239
7	ZNF707	SIGLEC11	0.5648
2	FBXO31	SIGLEC11	0.6434
2	PELI2	SIGLEC11	0.5118
6	PLEKHA5	SIGLEC11	0.5346
2	TRPC1	SIGLEC11	0.6601
3	AK2	SIGLEC14	0.7708
10	AP1S1	SIGLEC14	0.6587
7	AURKA	SIGLEC14	0.5123
5	GRHL2	SIGLEC14	0.6677
4	HDGF	SIGLEC14	0.5935
12	PRKX	SIGLEC14	0.6221
12	PRR5-ARHGAP8	SIGLEC14	0.5664
4	PTPRS	SIGLEC14	0.7877
26	RAPGEF5	SIGLEC14	0.6926
29	STK35	SIGLEC14	0.5172
33	TCF7L2	SIGLEC14	0.9165
1	ZNF707	SIGLEC14	0.6194
2	AQR	SIGLEC14	0.6939
8	MBOAT2	SIGLEC14	0.6235
1	OCRL	SIGLEC14	0.5264
1	PELI2	SIGLEC14	0.6846
8	PLEKHA5	SIGLEC14	0.7002
18	REPS2	SIGLEC14	0.6498
8	TCTN1	SIGLEC14	0.5301
24	TMEM38B	SIGLEC14	0.5102
34	ACTR2	SIK1	0.5693
18	AP1S1	SIK1	0.5562
32	PRKX	SIK1	0.6341
50	RAPGEF5	SIK1	0.5116
12	SKA3	SIK1	0.5949
87	ZNF292	SIK1	0.5468
1	FADS2	SLC5A8	0.8315
6	HDGF	SLC5A8	0.6783
10	RACGAP1	SLC5A8	0.7278
8	SORT1	SLC5A8	0.5137
17	STK35	SLC5A8	0.5203
30	WNK1	SLC5A8	0.7727
12	PPIG	SLC5A8	0.6712
26	TGFBR3	SLC5A8	0.58
17	TRPC1	SLC5A8	0.6594
10	ZNF569	SLC5A8	0.7848
7	COL1A2	SLK	0.6572
8	ATP8A1	SLK	0.5594
5	GPBP1	SLK	0.5014
1	GPN3	SLK	0.5259
3	KANSL2	SLK	0.5031
3	PLEKHH2	SLK	0.7212
46	PPARG	SLK	0.5328
50	PSD3	SLK	0.5474
22	RALGAPA1	SLK	0.6234
5	SCRG1	SLK	0.623
32	SFMBT2	SLK	0.6606
29	SLC22A3	SLK	0.6954
20	SNCAIP	SLK	0.6551
18	TPTE2P3	SLK	0.57
52	ZNF292	SLK	0.5286
2	AK2	SMAD3	0.6643
4	AP1S1	SMAD3	0.792
11	HDGF	SMAD3	0.5237
1	HUNK	SMAD3	0.6401
9	LMNB1	SMAD3	0.5986
22	PRKX	SMAD3	0.8605
26	RAPGEF5	SMAD3	0.7621
1	SKA3	SMAD3	0.6085
72	TCF7L2	SMAD3	0.6296
4	FBXO31	SMAD3	0.5924
6	MBOAT2	SMAD3	0.5166
8	OCRL	SMAD3	0.6176
11	PLEKHA5	SMAD3	0.5267
30	REPS2	SMAD3	0.6361
24	TMEM50B	SMAD3	0.5547
35	ACTR2	SMAD5	0.6087
20	AP1S1	SMAD5	0.8622
8	AURKA	SMAD5	0.5173
2	CCDC146	SMAD5	0.5268
26	GRHL2	SMAD5	0.5434
34	PRKX	SMAD5	0.6576
26	RAB5C	SMAD5	0.617
52	RAPGEF5	SMAD5	0.5604
14	SKA3	SMAD5	0.7671
90	TCF7L2	SMAD5	0.5639
44	AKT3	SMAD5	0.5231
4	AQR	SMAD5	0.6274
1	CRYM-AS1	SMAD5	0.6299
21	ELF2	SMAD5	0.561
15	FBXO31	SMAD5	0.649
44	LUC7L3	SMAD5	0.5178
20	MBOAT2	SMAD5	0.683
20	OCRL	SMAD5	0.7952
31	PLEKHA5	SMAD5	0.5136
71	REPS2	SMAD5	0.5867
42	TCTN1	SMAD5	0.5905
62	TMEM161B	SMAD5	0.7177
3	TRMU	SMAD5	0.515
38	VPS35	SMAD5	0.5521
93	ZNF292	SMAD5	0.6299
10	ZNF66	SMAD5	0.5495
30	ZNF93	SMAD5	0.564
3	DTL	SMAD9	0.5519
30	UGT8	SMAD9	0.6863
14	ACTR2	SMOC2	0.5294
2	NCAPG	SMOC2	0.7859
5	NUSAP1	SMOC2	0.5653
22	RACGAP1	SMOC2	0.7756
4	SCNN1A	SMOC2	0.5616
12	SEL1L3	SMOC2	0.7802
5	SKA3	SMOC2	0.5061
27	SORT1	SMOC2	0.6027
46	WNK1	SMOC2	0.8766
48	SLC35F5	SMOC2	0.5876
18	TPTE2P3	SMOC2	0.59
9	ZFY	SMOC2	0.5618
4	ZNF569	SMOC2	0.8032
5	BVES	SNAP91	0.6309
2	CFL1	SNCA	0.7921
11	COL1A2	SNCA	0.8681
5	KRT7	SNCA	0.6455
23	SEL1L3	SNCA	0.5386
11	ATP8A1	SNCA	0.7055
6	KANSL2	SNCA	0.5658
8	PLEKHH2	SNCA	0.7015
60	PSD3	SNCA	0.5216
31	RALGAPA1	SNCA	0.6141
7	SCRG1	SNCA	0.6208
39	SFMBT2	SNCA	0.6709
37	SLC22A3	SNCA	0.6684
36	SNCAIP	SNCA	0.736
18	TPTE2P3	SNCA	0.7823
24	DDAH1	SNRK	0.683
2	LGALS3BP	SNRK	0.5581
59	RASGRP1	SNRK	0.5608
25	LRCH2	SNRK	0.6295
3	PLEKHH2	SNRK	0.5666
8	SCRG1	SNRK	0.5962
55	SLC22A3	SNRK	0.6451
96	ZNF292	SNRK	0.6441
5	BVES	SOCS2	0.6548
1	LGALS3BP	SOCS2	0.7802
23	SEL1L3	SOCS2	0.7325
20	SORT1	SOCS2	0.5885
5	ULK4	SOCS2	0.6736
12	ATP8A1	SOCS2	0.5137
16	LRCH2	SOCS2	0.5267
7	ATP1A1	SOCS5	0.5053
4	BVES	SOCS5	0.6153
21	COL1A2	SOCS5	0.6402
5	ITGA3	SOCS5	0.6525
1	KRT7	SOCS5	0.5927
9	PFKFB4	SOCS5	0.7333
31	SORT1	SOCS5	0.5674
21	TM9SF4	SOCS5	0.5413
1	L3MBTL4	SOCS5	0.6071
13	PPIG	SOCS5	0.5849
63	TGFBR3	SOCS5	0.5331
1	AP1S1	SPATA4	0.6118
4	GRHL2	SPATA4	0.8803
1	HDGF	SPATA4	0.5965
2	PRR5-ARHGAP8	SPATA4	0.7491
3	PTPRS	SPATA4	0.8984
10	RAPGEF5	SPATA4	0.6918
9	STK35	SPATA4	0.6626
9	TCF7L2	SPATA4	0.9349
11	UGT8	SPATA4	0.5125
1	ZNF707	SPATA4	0.8129
9	AKT3	SPATA4	0.5014
4	MBOAT2	SPATA4	0.5562
3	PELI2	SPATA4	0.5373
4	PLEKHA5	SPATA4	0.6142
3	AK2	SRPX2	0.7137
1	DTL	SRPX2	0.6271
3	HDGF	SRPX2	0.914
4	LMNB1	SRPX2	0.5152
11	PRKX	SRPX2	0.5047
3	PRR5-ARHGAP8	SRPX2	0.6404
4	RAPGEF5	SRPX2	0.6779
9	STK35	SRPX2	0.5242
14	UGT8	SRPX2	0.5951
12	ZNF608	SRPX2	0.5017
2	AP1S1	SSPN	0.626
26	PRKX	SSPN	0.6288
10	RAB5C	SSPN	0.6878
3	AQR	SSPN	0.7152
3	ATXN3	SSPN	0.5676
2	GPN3	SSPN	0.6399
2	MBOAT2	SSPN	0.5471
10	MOB1B	SSPN	0.5871
6	OCRL	SSPN	0.7204
4	PELI2	SSPN	0.5837
10	PLEKHA5	SSPN	0.58
46	PSD3	SSPN	0.6527
28	REPS2	SSPN	0.7909
14	TCTN1	SSPN	0.543
29	TGFBR3	SSPN	0.5156
28	TMEM161B	SSPN	0.6088
14	TMEM50B	SSPN	0.8722
26	ZNF483	SSPN	0.5826
7	ZNF66	SSPN	0.5159
1	AK2	STAR	0.7513
1	AURKA	STAR	0.7483
1	CCDC146	STAR	0.7028
3	FADS2	STAR	0.6686
3	GRHL2	STAR	0.8039
1	HDGF	STAR	0.8269
1	PRR5-ARHGAP8	STAR	0.9276
4	PTPRS	STAR	0.7203
8	RAPGEF5	STAR	0.7447
8	STK35	STAR	0.7408
11	TCF7L2	STAR	0.799
8	UGT8	STAR	0.7336
7	ZNF608	STAR	0.5161
2	ZNF707	STAR	0.7647
1	FBXO31	STAR	0.6664
10	COL1A2	STAT5B	0.5703
8	ATP8A1	STAT5B	0.6037
4	GPBP1	STAT5B	0.5348
2	GPN3	STAT5B	0.5287
3	HSDL2	STAT5B	0.5648
3	LRCH2	STAT5B	0.578
2	PLEKHH2	STAT5B	0.7922
39	PPARG	STAT5B	0.5958
51	PSD3	STAT5B	0.528
13	RALGAPA1	STAT5B	0.6936
8	SCRG1	STAT5B	0.703
37	SFMBT2	STAT5B	0.7341
36	SLC22A3	STAT5B	0.7948
31	SNCAIP	STAT5B	0.7249
20	TPTE2P3	STAT5B	0.5743
43	ZNF292	STAT5B	0.5973
14	PRR5-ARHGAP8	STON1	0.5717
18	SEL1L3	STON1	0.5616
20	SORT1	STON1	0.8133
6	ACTR2	STX1B	0.5378
13	PRKX	STX1B	0.5527
8	RAB5C	STX1B	0.6256
1	HSDL2	STX1B	0.5134
2	OCRL	STX1B	0.7231
22	PSD3	STX1B	0.5329
6	TMEM161B	STX1B	0.6446
14	ZNF292	STX1B	0.6336
7	HDGF	STXBP5L	0.805
4	PRR5-ARHGAP8	STXBP5L	0.5527
22	RACGAP1	STXBP5L	0.6953
31	STK35	STXBP5L	0.6683
52	WNK1	STXBP5L	0.6919
9	PPIG	STXBP5L	0.5445
34	TGFBR3	STXBP5L	0.5045
18	TRPC1	STXBP5L	0.7385
24	ZNF569	STXBP5L	0.7236
2	AK2	SYT1	0.5137
12	GRHL2	SYT1	0.6761
2	HDGF	SYT1	0.8407
3	PRR5-ARHGAP8	SYT1	0.916
12	PTPRS	SYT1	0.5599
48	RAPGEF5	SYT1	0.5823
25	STK35	SYT1	0.8014
58	TCF7L2	SYT1	0.5189
27	UGT8	SYT1	0.7054
3	ZNF707	SYT1	0.5962
1	FBXO31	SYT1	0.5248
24	TRPC1	SYT1	0.5698
18	AP1S1	SYTL4	0.6712
9	AURKA	SYTL4	0.9117
1	CCDC146	SYTL4	0.9198
25	GRHL2	SYTL4	0.9725
14	HDGF	SYTL4	0.523
1	HUNK	SYTL4	0.5535
1	KIF15	SYTL4	0.6457
5	NUSAP1	SYTL4	0.5664
15	PRR5-ARHGAP8	SYTL4	0.7218
16	PTPRS	SYTL4	0.7841
47	RAPGEF5	SYTL4	0.6397
12	SKA3	SYTL4	0.601
32	STK35	SYTL4	0.8368
50	TCF7L2	SYTL4	0.7161
67	ZNF608	SYTL4	0.585
7	ZNF707	SYTL4	0.6946
35	AKT3	SYTL4	0.5275
13	FBXO31	SYTL4	0.7046
8	TRMU	SYTL4	0.5523
40	VPS35	SYTL4	0.5605
17	ZNF93	SYTL4	0.5304
1	AP1S1	TBX3	0.5711
2	AURKA	TBX3	0.9564
2	CCDC146	TBX3	0.8721
2	FADS2	TBX3	0.6306
3	GRHL2	TBX3	0.8498
7	HDGF	TBX3	0.7329
6	LMNB1	TBX3	0.5148
2	NUSAP1	TBX3	0.6203
4	PRR5-ARHGAP8	TBX3	0.8839
14	PTPRS	TBX3	0.573
24	RAPGEF5	TBX3	0.6705
9	SKA3	TBX3	0.5448
24	STK35	TBX3	0.9246
42	TCF7L2	TBX3	0.5134
29	ZNF608	TBX3	0.6951
2	ZNF707	TBX3	0.58
2	FBXO31	TBX3	0.5195
1	TRMU	TBX3	0.5177
21	TRPC1	TBX3	0.5041
1	AP1S1	TCF21	0.7523
1	CCDC146	TCF21	0.8391
3	GRHL2	TCF21	0.783
4	HDGF	TCF21	0.7692
6	LMNB1	TCF21	0.558
2	NUSAP1	TCF21	0.6693
5	PRR5-ARHGAP8	TCF21	0.7789
7	PTPRS	TCF21	0.5171
12	RACGAP1	TCF21	0.5425
22	RAPGEF5	TCF21	0.7133
8	SCNN1A	TCF21	0.5103
6	SKA3	TCF21	0.7196
32	STK35	TCF21	0.9925
30	ZNF608	TCF21	0.7239
9	ELF2	TCF21	0.5273
1	FBXO31	TCF21	0.581
2	TRMU	TCF21	0.6654
23	TRPC1	TCF21	0.6454
6	ZNF66	TCF21	0.587
13	ZNF93	TCF21	0.6473
5	COL1A2	TCF7L1	0.903
1	KRT7	TCF7L1	0.656
3	PFKFB4	TCF7L1	0.5305
27	WNK1	TCF7L1	0.5359
1	ATP8A1	TCF7L1	0.5772
5	PPIG	TCF7L1	0.7252
5	RAD9B	TCF7L1	0.6115
33	TGFBR3	TCF7L1	0.8109
29	TMEM50B	TCF7L1	0.5132
9	TPTE2P3	TCF7L1	0.626
10	GRHL2	TESC	0.649
4	CFL1	TGFBR3	0.713
29	COL1A2	TGFBR3	0.6974
14	ENC1	TGFBR3	0.5886
16	RAB5C	TGFBR3	0.6393
2	ARHGAP10	TGFBR3	0.548
1	CRYM-AS1	TGFBR3	0.5123
10	GPBP1	TGFBR3	0.5668
5	GPN3	TGFBR3	0.7029
9	HSDL2	TGFBR3	0.5094
7	KANSL2	TGFBR3	0.5523
1	MED30	TGFBR3	0.9628
19	OCRL	TGFBR3	0.5225
10	PLEKHH2	TGFBR3	0.6625
63	PPARG	TGFBR3	0.607
89	PSD3	TGFBR3	0.7292
32	RALGAPA1	TGFBR3	0.6176
12	SCRG1	TGFBR3	0.5211
47	SFMBT2	TGFBR3	0.6163
53	SLC22A3	TGFBR3	0.5642
69	SLC6A6	TGFBR3	0.5087
39	SNCAIP	TGFBR3	0.5776
53	TMEM50B	TGFBR3	0.552
22	TPTE2P3	TGFBR3	0.5512
52	ZNF483	TGFBR3	0.5692
2	AK2	THRA	0.613
4	AP1S1	THRA	0.871
3	FADS2	THRA	0.5766
1	GRHL2	THRA	0.5498
7	HDGF	THRA	0.6131
1	HUNK	THRA	0.7004
11	PRKX	THRA	0.6771
9	PTPRS	THRA	0.6263
20	RAPGEF5	THRA	0.7046
6	SKA3	THRA	0.5852
54	STK35	THRA	0.6374
49	TCF7L2	THRA	0.7109
6	AKT3	THRA	0.5111
1	ATXN3	THRA	0.6373
7	ELF2	THRA	0.63
1	OCRL	THRA	0.6795
3	PELI2	THRA	0.6776
2	PLEKHA5	THRA	0.7415
21	REPS2	THRA	0.774
16	RPS6KA6	THRA	0.5147
8	TCTN1	THRA	0.6512
10	TMEM161B	THRA	0.6023
17	TMEM50B	THRA	0.5555
5	TRPC1	THRA	0.6275
8	ZNF66	THRA	0.6363
9	ZNF93	THRA	0.6261
4	ACTR2	TIMP4	0.7898
1	CFL1	TIMP4	0.8137
1	KRT7	TIMP4	0.6863
2	NUSAP1	TIMP4	0.6009
2	RAB5C	TIMP4	0.6143
5	RACGAP1	TIMP4	0.7248
3	SCNN1A	TIMP4	0.5878
3	SEL1L3	TIMP4	0.7599
13	WNK1	TIMP4	0.8206
1	PLEKHH2	TIMP4	0.5662
4	SCRG1	TIMP4	0.5994
6	SFMBT2	TIMP4	0.5097
10	SLC35F5	TIMP4	0.5989
2	TPTE2P3	TIMP4	0.6127
1	TRMU	TIMP4	0.5127
2	ZFY	TIMP4	0.628
2	ZNF569	TIMP4	0.7158
17	ACTR2	TLR4	0.6855
2	CFL1	TLR4	0.5486
10	DDAH1	TLR4	0.6301
1	KIF15	TLR4	0.5186
7	KRT7	TLR4	0.5092
3	LGALS3BP	TLR4	0.6266
9	NCAPG	TLR4	0.8984
5	NUSAP1	TLR4	0.548
13	SEL1L3	TLR4	0.8855
24	SORT1	TLR4	0.5209
8	ULK4	TLR4	0.675
58	WNK1	TLR4	0.5039
10	SCRG1	TLR4	0.5216
5	GRHL2	TLR5	0.8584
2	LAMP1	TLR5	0.5215
2	PRR5-ARHGAP8	TLR5	0.6008
3	PTPRS	TLR5	0.7845
10	RASGRP1	TLR5	0.6315
22	TCF7L2	TLR5	0.8141
6	ZNF707	TLR5	0.9503
1	FBXO31	TLR5	0.5077
4	AK2	TMEM229A	0.6765
1	AP1S1	TMEM229A	0.6757
3	AURKA	TMEM229A	0.7958
1	FADS2	TMEM229A	0.628
8	GRHL2	TMEM229A	0.8425
6	HDGF	TMEM229A	0.7245
2	HUNK	TMEM229A	0.8367
1	PRR5-ARHGAP8	TMEM229A	0.8038
9	PTPRS	TMEM229A	0.8162
22	RAPGEF5	TMEM229A	0.7459
26	STK35	TMEM229A	0.7863
37	TCF7L2	TMEM229A	0.8358
35	UGT8	TMEM229A	0.5225
2	ZNF707	TMEM229A	0.7025
2	FBXO31	TMEM229A	0.8091
10	MBOAT2	TMEM229A	0.5251
3	PELI2	TMEM229A	0.5341
12	PLEKHA5	TMEM229A	0.6138
19	TRPC1	TMEM229A	0.54
8	ZNF93	TMEM229A	0.5049
6	ACTR2	TNFAIP8L1	0.5958
2	CFL1	TNFAIP8L1	0.8261
6	COL1A2	TNFAIP8L1	0.719
3	ENC1	TNFAIP8L1	0.5203
2	KRT7	TNFAIP8L1	0.5918
11	RAB5C	TNFAIP8L1	0.6754
3	ARHGAP10	TNFAIP8L1	0.5535
4	GPBP1	TNFAIP8L1	0.6553
2	GPN3	TNFAIP8L1	0.6273
3	PLEKHH2	TNFAIP8L1	0.775
29	PPARG	TNFAIP8L1	0.5199
34	PSD3	TNFAIP8L1	0.6293
11	RALGAPA1	TNFAIP8L1	0.6953
12	SCRG1	TNFAIP8L1	0.7142
36	SFMBT2	TNFAIP8L1	0.721
25	SLC22A3	TNFAIP8L1	0.6682
19	SLC6A6	TNFAIP8L1	0.5072
22	SNCAIP	TNFAIP8L1	0.6455
19	TPTE2P3	TNFAIP8L1	0.6615
35	ZNF292	TNFAIP8L1	0.5404
11	ATP8A1	TNFRSF10D	0.6494
31	SNCAIP	TNFRSF10D	0.5231
43	TRHDE	TNFRSF10D	0.8639
19	VIM	TNFRSF10D	0.6178
3	SEL1L3	TNXB	0.5736
3	BVES	TOPORS	0.7567
5	ATP8A1	TOPORS	0.5742
38	TRHDE	TOPORS	0.6725
2	AK2	TOX	0.5613
12	GRHL2	TOX	0.9458
10	HDGF	TOX	0.5174
2	HUNK	TOX	0.727
5	PRR5-ARHGAP8	TOX	0.8143
16	PTPRS	TOX	0.8592
26	RAPGEF5	TOX	0.5685
34	STK35	TOX	0.6587
61	TCF7L2	TOX	0.83
41	UGT8	TOX	0.5208
5	ZNF707	TOX	0.9093
8	FBXO31	TOX	0.6747
7	ACTR2	TPT1	0.7382
6	COL1A2	TPT1	0.6482
1	KRT7	TPT1	0.7205
5	RAB5C	TPT1	0.7454
23	RACGAP1	TPT1	0.6793
11	SEL1L3	TPT1	0.6735
2	SKA3	TPT1	0.5241
18	WNK1	TPT1	0.8064
5	GPBP1	TPT1	0.7253
6	PDZRN3	TPT1	0.5018
2	PLEKHH2	TPT1	0.7171
15	RALGAPA1	TPT1	0.6269
18	RHOBTB3	TPT1	0.6267
7	RILPL1	TPT1	0.5957
6	SCRG1	TPT1	0.7179
14	SFMBT2	TPT1	0.684
15	SLC22A3	TPT1	0.5336
23	SLC35F5	TPT1	0.7033
14	SNCAIP	TPT1	0.5607
7	TPTE2P3	TPT1	0.7864
14	ZFPM2	TPT1	0.5657
7	ZFY	TPT1	0.6669
11	ZNF569	TPT1	0.764
10	ACTR2	TRAF1	0.6044
8	AP1S1	TRAF1	0.8759
3	AURKA	TRAF1	0.9078
5	FADS2	TRAF1	0.612
5	GRHL2	TRAF1	0.608
10	HDGF	TRAF1	0.6326
11	LMNB1	TRAF1	0.6511
2	NCAPG	TRAF1	0.5561
2	NUSAP1	TRAF1	0.7674
8	PRR5-ARHGAP8	TRAF1	0.5435
6	RAB5C	TRAF1	0.5632
20	RACGAP1	TRAF1	0.7613
26	RAPGEF5	TRAF1	0.7093
11	SCNN1A	TRAF1	0.6949
6	SKA3	TRAF1	0.9151
41	STK35	TRAF1	0.9137
31	WNK1	TRAF1	0.6621
27	ZNF608	TRAF1	0.7594
7	ELF2	TRAF1	0.5739
1	TRMU	TRAF1	0.7189
6	TRPC1	TRAF1	0.6363
12	ZFY	TRAF1	0.5366
9	ZNF569	TRAF1	0.5957
3	ZNF66	TRAF1	0.6644
6	ZNF93	TRAF1	0.6968
8	AK2	TRIB2	0.7184
16	ATP1A1	TRIB2	0.6344
12	DTL	TRIB2	0.5233
2	HUNK	TRIB2	0.7497
17	LAMP1	TRIB2	0.8561
17	PRKX	TRIB2	0.5906
18	PTPRS	TRIB2	0.5359
25	RASGRP1	TRIB2	0.5541
64	TCF7L2	TRIB2	0.8362
34	TM9SF4	TRIB2	0.6093
12	ZNF707	TRIB2	0.6637
2	AURKA	TRO	0.5126
6	HDGF	TRO	0.5573
1	KIF15	TRO	0.6465
8	PRR5-ARHGAP8	TRO	0.6671
13	SORT1	TRO	0.7797
19	STK35	TRO	0.5261
5	CFL1	TSC22D3	0.5216
16	COL1A2	TSC22D3	0.7004
12	ENC1	TSC22D3	0.512
10	RAB5C	TSC22D3	0.5048
1	ASXL3	TSC22D3	0.5952
1	GPN3	TSC22D3	0.6091
4	KANSL2	TSC22D3	0.5502
1	MED30	TSC22D3	0.8623
42	PPARG	TSC22D3	0.5612
36	PSD3	TSC22D3	0.736
8	RAD9B	TSC22D3	0.549
39	TGFBR3	TSC22D3	0.582
35	TMEM50B	TSC22D3	0.6829
17	VIM	TSC22D3	0.5041
27	ZNF483	TSC22D3	0.6839
1	AURKA	TTC8	0.9116
14	GRHL2	TTC8	0.8357
9	HDGF	TTC8	0.6008
1	NUSAP1	TTC8	0.6327
8	PRR5-ARHGAP8	TTC8	0.834
12	PTPRS	TTC8	0.5227
21	RAPGEF5	TTC8	0.5498
28	STK35	TTC8	0.8511
41	ZNF608	TTC8	0.6584
4	ZNF707	TTC8	0.5917
2	DDAH1	TWIST1	0.5514
13	RASGRP1	TWIST1	0.5148
1	AP1S1	TXN2	0.8076
7	HDGF	TXN2	0.7617
2	KIF15	TXN2	0.6389
2	KRT7	TXN2	0.522
9	LMNB1	TXN2	0.6172
4	PRKX	TXN2	0.5679
4	RAB5C	TXN2	0.642
9	RACGAP1	TXN2	0.8452
8	RAPGEF5	TXN2	0.6979
7	SCNN1A	TXN2	0.6342
3	SKA3	TXN2	0.7581
12	STK35	TXN2	0.7678
15	WNK1	TXN2	0.7457
11	ZNF608	TXN2	0.6229
2	ATXN3	TXN2	0.5019
7	ELF2	TXN2	0.5472
4	TMEM50B	TXN2	0.6082
1	TRMU	TXN2	0.5632
6	TRPC1	TXN2	0.735
3	ZNF569	TXN2	0.6934
1	ZNF66	TXN2	0.6501
3	ZNF93	TXN2	0.6182
4	AK2	TYRO3	0.7369
10	AP1S1	TYRO3	0.734
8	AURKA	TYRO3	0.6516
5	FADS2	TYRO3	0.6702
8	GRHL2	TYRO3	0.6581
13	HDGF	TYRO3	0.7242
14	PRKX	TYRO3	0.5911
13	PRR5-ARHGAP8	TYRO3	0.6944
9	PTPRS	TYRO3	0.7032
27	RAPGEF5	TYRO3	0.7674
23	STK35	TYRO3	0.671
45	TCF7L2	TYRO3	0.7978
32	UGT8	TYRO3	0.5293
9	ZNF707	TYRO3	0.5346
1	AQR	TYRO3	0.6758
5	ATXN3	TYRO3	0.5448
2	FBXO31	TYRO3	0.7825
10	MBOAT2	TYRO3	0.5664
6	PELI2	TYRO3	0.6435
12	PLEKHA5	TYRO3	0.6979
26	REPS2	TYRO3	0.599
20	TRPC1	TYRO3	0.6035
5	ZNF93	TYRO3	0.502
5	ATP1A1	UNC13C	0.5191
17	COL1A2	UNC13C	0.5306
10	PFKFB4	UNC13C	0.7004
19	TM9SF4	UNC13C	0.5387
1	L3MBTL4	UNC13C	0.8781
17	PPIG	UNC13C	0.5753
13	RAD9B	UNC13C	0.5544
53	TGFBR3	UNC13C	0.8142
31	TMEM38B	UNC13C	0.5061
1	BVES	UNC5C	0.5365
3	DTL	UNC5C	0.505
32	RASGRP1	UNC5C	0.5186
32	UGT8	UNC5C	0.5657
7	ZNF707	UNC5C	0.623
1	AK2	USP20	0.6333
3	AP1S1	USP20	0.8696
2	AURKA	USP20	0.7518
1	FADS2	USP20	0.6959
2	GRHL2	USP20	0.6721
3	HDGF	USP20	0.724
1	HUNK	USP20	0.7335
3	LMNB1	USP20	0.5282
5	PRKX	USP20	0.6001
4	PRR5-ARHGAP8	USP20	0.6342
2	PTPRS	USP20	0.6627
14	RAPGEF5	USP20	0.7823
1	SKA3	USP20	0.6114
8	STK35	USP20	0.7839
20	TCF7L2	USP20	0.714
1	AQR	USP20	0.7393
1	ATXN3	USP20	0.6086
5	ELF2	USP20	0.6055
1	FAM210B	USP20	0.5389
8	MBOAT2	USP20	0.6285
1	OCRL	USP20	0.5125
1	PELI2	USP20	0.6036
3	PLEKHA5	USP20	0.7023
12	REPS2	USP20	0.6403
7	TCTN1	USP20	0.5548
5	TRPC1	USP20	0.6859
1	ZNF66	USP20	0.635
3	ZNF93	USP20	0.6468
1	BVES	VEGFC	0.6383
9	COL1A2	VEGFC	0.6251
4	ITGA3	VEGFC	0.5645
2	LGALS3BP	VEGFC	0.8277
10	SEL1L3	VEGFC	0.6212
3	ATP8A1	VEGFC	0.7326
12	SNCAIP	VEGFC	0.5378
18	TRHDE	VEGFC	0.6208
5	BVES	VLDLR	0.8868
10	ITGA3	VLDLR	0.658
20	SEL1L3	VLDLR	0.5421
24	SORT1	VLDLR	0.5972
7	ULK4	VLDLR	0.6556
46	TRHDE	VLDLR	0.5758
8	HDGF	VSIG10L	0.7017
2	PRR5-ARHGAP8	VSIG10L	0.585
28	SORT1	VSIG10L	0.7133
14	UGT8	VSIG10L	0.5805
20	WNK1	VSIG10L	0.5073
7	PPIG	VSIG10L	0.6308
1	HDGF	WFIKKN1	0.8325
1	PRR5-ARHGAP8	WFIKKN1	0.8513
1	RAPGEF5	WFIKKN1	0.7018
1	STK35	WFIKKN1	0.8007
1	PLEKHA5	WFIKKN1	0.5584
2	GRHL2	WFIKKN2	0.5813
4	HDGF	WFIKKN2	0.5451
6	PRR5-ARHGAP8	WFIKKN2	0.6434
1	PTPRS	WFIKKN2	0.5195
28	TCF7L2	WFIKKN2	0.5744
9	UGT8	WFIKKN2	0.5254
6	ZNF707	WFIKKN2	0.5504
8	ACTR2	WFS1	0.5743
5	AP1S1	WFS1	0.8618
1	AURKA	WFS1	0.8929
17	GRHL2	WFS1	0.7879
1	NUSAP1	WFS1	0.6187
4	PTPRS	WFS1	0.6246
